Course ID,University,Programme,Degree,Teaching language,Languages,Programme duration,Beginning,Tuition fees per semester in EUR,Description/content,Academic admission requirements,City,Duration_in_semesters,Contribution per semester,Total contribution,Master,Bachelor,PhD,Duration_in_semesters_extracted,admission_strictness
4045,University of Bayreuth,Bayreuth International Graduate School of African Studies (BIGSAS) Bayreuth International Graduate School of African Studies,Dr phil and Dr rer nat,english french,Courses are held in English (90%) and French (10%).,6 semesters,Only for doctoral programmes: any time,0,"bigsas is part of the africa multiple cluster of excellence (exc 2052) at the university of bayreuth and brings together excellent young scholars in a structured and innovative doctoral programme in the field of african studies. through the close collaboration with six partner universities in different regions of the african continent, it strengthens african and european academic networks. the doctoral training is based on research in a vital interdisciplinary environment with group mentorships, individual research training plans, specialist training (focusing on academic as well as transferable skills), early integration into the international academic community, and individual career planning.","bigsas invites applications from candidates whose dissertation projects fit into the field of african studies. applicants must have a master's or an equivalent degree in one of disciplines represented at the graduate school with a very good result. applications may be sent in english, german, or french. the working language of bigsas is english.",Bayreuth,6,107,642,0,0,1,6,Lenient
4046,FAU Erlangen-Nürnberg,MSc Advanced Optical Technologies (MAOT) MSc Advanced Optical Technologies (MAOT),Master of Science,english,100% English,4 semesters,Winter semester,0,"seven topics: optics in communication: optical communication system technology is one of the most rapidly evolving fields pushed by an ever-increasing demand for higher data transport capacity and longer transmission length. many exciting challenges for the development of the next generation of optical networks arise from these demands. the module optics in communication and it provides the knowledge required to face these challenges. optical metrology: light is an excellent tool for gaining remote information without any contact with the object. besides their contactless mode of operation, optical measuring techniques owe their rapid spread into technology and science to their measuring accuracy and their high spatial and temporal resolution. optical material and systems: novel optical materials and efficient light sources provide the basis for optical systems design. tailor-made optical materials and elements with engineered optical functionality have benefited from the technological progress in micro- and nanostructuring. optical material processing: light as a tool has revolutionised industrial manufacturing. within the last decade the laser in particular has changed automotive construction, micro and nanotechnology. it has nearly replaced traditional manufacturing methods such as spot welding and has become a standard tool. the rapid progress experienced in computer technology has only been possible thanks to modern optical technologies. computational optics: numerical simulations and computer-based techniques are an essential tool in optical technologies. the vast field of applications includes image-based modelling and rendering, multi-dimensional data visualisation, computer vision as well as simulation and optimisation of optical systems, lasers or optical fields in nanostructures. the dramatically increased power of today's computer systems makes it possible to solve tasks that only a few years ago seemed unfeasible. the module computational optics provides the basic knowledge necessary for the generation and implementation of such computer-based methods and simulations. optics in medicine: laser and optical technology in general are an essential part of diagnostics and therapy in modern medicine. in order to understand the interaction between light and biological tissue it is necessary to have fundamental knowledge of both. physics of light: the fundamentals of optics are deepened in the fields of geometrical optics, wave optics, technical optics, quantum optics, and fourier optics.","good bachelor's degree (or equivalent) in physics or a relevant engineering subject (for example electrical engineering, optical engineering, mechanical engineering)",Erlangen,4,114,456,1,0,0,4,Lenient
4047,Hochschule Bonn-Rhein-Sieg,International Media Studies (MA) International Media Studies (MA),Master of Arts,english,Courses are held entirely in English.,4 semesters,Winter semester,1500,"the master's programme ""international media studies"" is especially designed for graduates from developing and transitional countries with previous media experience. the ims programme is a joint project of the university of bonn, hochschule bonn-rhein-sieg (h-brs), and deutsche welle (dw) akademie. dw akademie offers the perfect learning environment for up to 30 students per year. the programme is conducted in bonn, germany. students from developing countries and countries in transition can apply for a full scholarship. (the scholarship amounts to 850 eur per month. tuition fees amounting to 6,000 eur will also be reimbursed.) the interdisciplinary study programme is conducted in english, combining topics such as media and development, journalism, communication science, media economics and digitalisation. the full-time, four-semester master's degree offers an unparalleled mix of research, lectures, and practical experience and prepares students for careers in the communications and media industries. as media becomes increasingly set in a global context, it is important that media professionals understand the close connection between media, development, and digitalisation. students conclude the course with a master's thesis and receive the academic degree ""master of arts"" (ma). the master's degree programme is characterised by its interdisciplinary and international nature, whilst at the same time presenting a clear and defined structure. the course is a balanced combination of the above-mentioned development related topics. at the same time, it develops practical skills and abilities important in the world of media. the programme starts in september with an introduction week, including excursions and workshops. the first and second semesters give a structured introduction to the analytic relationship between media, politics, and society. the programme provides an explanation of media development, journalism, media economics, and media management, while considering various issues related to intercultural communication. in the third semester, the syllabus covers topics such as empiricism, media planning, and market research. this is complemented by interdisciplinary subjects such as project management and leadership training. during the fourth semester, students are required to write their master's theses in their respective home countries, finishing with a colloquium.",applicants should have a bachelor's degree or equivalent and more than one year of professional experience in a media-related field after obtaining their first degree. applicants applying for a full scholarship should have at least two years of professional experience after their first degree.,Bonn,4,285,7140,1,0,0,4,Moderate
4048,Jacobs University Bremen,Bachelor of Arts in International Relations: Politics and History BA in International Relations: Politics and History,Bachelor of Arts,english,"Language of instruction: English Language courses are available in German, French, Spanish and Mandarin Chinese.",6 semesters,Winter semester,10000,"the problems and threats facing the world today are complex. navigating the international political arena and creating sustainable solutions require both a nuanced and multifaceted approach. thus, the international relations: politics and history (irph) programme teaches students concepts and methods from a number of fields, including political science, history, law, and philosophy. the overall aim is twofold: first, to equip students with the theoretical knowledge and analytical skills required to explore the historical emergence of, and remedies for, pressing global ills. second, to prepare our students so they can succeed either on the job market or in graduate school.","completed application form – the common application: https://www.commonapp.org/ one recommendation letter from a school official (usually a school counsellor, teacher, or principal) school transcripts of the last two to three years results of a standardised test (sat, act, testas) results of a language proficiency test (toefl, ielts, cae, duolingo, etc.)",Bremen,6,300,61800,0,1,0,6,Moderate
4049,Anhalt University of Applied Sciences,Dessau International Architecture Graduate School (DIA) Dessau International Architecture Graduate School (DIA),Master of Arts (MA),english,All courses are held in English.,4 semesters,Winter semester,850,"the dia graduate school of architecture is conducting a master's course in architecture at graduate level which is taught entirely in english. dia graduate school of architecture started its activities 10 years after the fall of the berlin wall in 1999 with 10 students. it has by now expanded to about 200 students from more than 50 countries. the programme offers a multitude of academic options with a strong emphasis in teaching theory in balance with digital media and their intelligent architectonic and technical handling. core areas of the programme are: developing sustainable approaches to urban and architectural environment using tools of new media and technologies in architecture integrating theoretical approaches in practice of design we encourage students to look at urban, technical as well as environmental problems with the aim of searching for sustainable proposals as solutions for tackling european and global issues. the teaching staff is as international as the student body. predominantly, dia graduate school of architecture engages its teachers from anhalt university. however, it has been a long standing practice to invite an international teaching staff as guest professors for one to two years. in addition, dia graduate school of architecture has a long list of affiliated staff that have come to dessau to do workshops, seminars and act as critics in charettes. cooperation on a world wide basis also enable students and teachers a free flow of exchange with a variety of partner universities. the superior objective of the study is a holistic four-semester international advance course of study with focus on designing the urban environment. the study is scientifically oriented and aims at practical application. the successful completion enables the graduate to render comprehensive management tasks in the field of architecture and to enter in promotion procedures.","candidates must be in possession of a bachelor's degree (180 credits) or a diploma in architecture awarded after a regular study time of at least three years. an additional requirement is a portfolio of three personal works (academic and/or professional) of the applicant assessed as ""good"", at least, by a selection panel of the department of architecture, facility management and geoinformation. the selection panel is formed of at least two members of the study committee.",Dessau-Roßlau,4,76,3704,1,0,0,4,Lenient
4050,Max Planck Institute of Microstructure Physics,International Max Planck Research School for Science and Technology of Nano-Systems (IMPRS-STNS) IMPRS for Science and Technology of Nano-Systems (IMPRS-STNS),Doctoral degree (Dr rer nat or Dr Ing),english,Courses are held in English. Participants can choose to write their doctoral theses in English.,6 semesters,Only for doctoral programmes: any time,0,"the international max planck research school links the max planck institute of microstructure physics with the martin luther university halle-wittenberg and the fraunhofer institute for microstructure of materials and systems, halle, to carry out research into novel atomically engineered materials for nanosystems - tackling grand societal challenges in the fields of information technology and sustainability. the nine key advanced research areas include the following: spintronics, oxides and interfaces, atomically engineered materials, computational materials discovery, cognitive devices and bio-inspired materials, topological materials, polymers under constraint, non-equilibrium materials, and routes to room temperature superconductivity. imprs-stns also provides means to strengthen links with partner universities in asia, north america, and europe by funding international exchange internships for phd students admitted to imprs-stns. a buddy programme and stipends for foreign phd students to carry out up to six months of their research in halle are foreseen. in addition, we will foster interdisciplinary research, provide courses in entrepreneurship, offer support with technology transfer, and provide career counselling for admitted phd students. we support excellent young scientists on their way to a doctorate with a doctoral contract to cover their living expenses. candidates are selected on a competitive basis. english is the teaching language in all courses. it is also spoken in the laboratories.","a very good master's degree in physics, chemistry, materials sciences, engineering, or in a related field",Halle (Saale),6,200,1200,0,0,1,6,Moderate
4051,Leipzig University,International Energy Economics and Business Administration (MEEBA) International Energy Economics and Business Administration,"Master of Science (Leipzig University) Master of Economics (MGIMO University, Moscow)",english,The complete programme is taught in English.,4 semesters,Winter semester,3125,"the master’s programme in international energy economics and business administration is an academic cooperation between the leipzig university and the state institute for international relations in moscow (mgimo university), which is supported by the german-russian institute for energy policy and energy economics. students participating in this unique programme gain a deep insight in the energy industry through a split study programme that focuses on the oil and gas sector in russia and on renewables and future technologies in germany. based on a first university degree, this postgraduate programme gives students the opportunity to supplement and deepen their academic education with regard to questions relating to the international energy industry. the course imparts business and economic knowledge as well as political and legal knowledge relevant for a deeper understanding of the energy industry. the programme provides students not only with a wide view over the current topics in the energy industry but also deep knowledge in the different branches and ways of production. every semester has its own theme, focusing on a particular topic and offering the time and tools that enable students to gain a comprehensive understanding of the topic. two degrees (master of science from leipzig university, master of economics from mgimo university) language of instruction: english semester abroad in moscow (second semester) opportunity to acquire the official trader certificate of the european energy exchange (eex) mandatory internship active and committed alumni network",bachelor’s degree in any field with a minimum of 180 ects substantial postgraduate work experience (minimum one year),Leipzig,4,0,12500,1,0,0,4,Lenient
4052,University of Münster,European Master in Classical Cultures (EMCC) European Master in Classical Cultures (EMCC),Master of Arts,german english french italian spanish other teaching language,"German, English, French, Italian, Spanish, Turkish, Polish, Greek",4 semesters,Winter semester,0,"the emphasis in the european master in classical studies is laid on the following disciplines: ancient history classical philology archaeology the participation of a great number of universities offers a wide range of sub-disciplines in the field of classical studies, providing both a high degree of combination options and a european context. this european context forms an important part of the programme, which seeks to define the various facets of a european identity from its classical roots. the diversity of the participating partner universities provides a great opportunity to refine and extend the programme of study through restructured, complex studies and joint activities. moreover, the diversity of languages, which characterises graeco-roman antiquity as much as it does modern europe, is emphasised. to enhance country-specific knowledge, excursions to or inspections of important european historical sites are to be integrated into the study plan.","bachelor's degree or equivalent in a relevant subject (e.g., diplom, staatsexamen for germany, laurea for italy, licenciatura for spain, licence for france and turkey, ptychio for cyprus) with a normal course duration of six semesters (three years). relevant subjects are in particular ancient history, archaeology and classical philology.",Münster,4,299,1196,1,0,0,4,Lenient
4053,University of Münster,"British, American and Postcolonial Studies (MA) British, American and Postcolonial Studies (MA)","Master of Arts in British, American and Postcolonial Studies",english,"All courses at the department are held in English. The course accompanying the work experience module is conducted in German. If the student's language skills are insufficient, a German language course is offered as an alternative.",4 semesters,Winter semester,0,"the ma programme in british, american and postcolonial studies combines advanced training in literary and cultural studies, linguistics, and book studies, thus offering students the opportunity to gain a multifaceted and profound understanding of the social and cultural dynamics of the english-speaking world. the curriculum is designed to give students maximum flexibility in constructing specific areas of specialisation, while at the same time providing a solid basis for interdisciplinary research and collaboration. focusing on research and professional skills, the programme aims to prepare students for careers in academic and non-academic settings. main areas of teaching at the university of münster's english department include the following: in linguistics: empirical and applied linguistics, variation and change in english, sociolinguistics, corpus linguistics, varieties of english, and language contact in literary and cultural studies: british literature and culture from the middle ages to the present day, american studies, native american studies, asian american studies, african american studies, postcolonial studies, media studies, empire writing, literary and cultural theory, and literary historiography in book studies: the past and present of the book as a medium, historical and empirical reader research, and textual studies in addition, the programme offers opportunities for interdisciplinary study not only within english studies but also between english studies and related fields such as art history, sociology, or communication studies. all courses at the department are taught in english, thus involving intensive language practice and drawing students from around the world.","we welcome applicants with a three-year undergraduate degree (bachelor's or equivalent) that is thematically related to this ma programme. in addition to documenting their language skills and previous academic achievements, prospective students are required to submit a curriculum vitae and a letter of intent. for detailed admission requirements, please refer to: http://www.uni-muenster.de/anglistik/baps/admissions_regulations/admissions.html .",Münster,4,299,1196,1,0,0,4,Moderate
4054,Universität Hamburg,European Doctorate in Law & Economics (EDLE) European Doctorate in Law & Economics (EDLE),Dr rer pol; Dr iur,english,All courses and supervision are held in English. The dissertation has to be written in English.,8 semesters,Winter semester,1800,"the european doctorate in law and economics (edle) offers an outstanding scientific education in the interdisciplinary research field of law and economics. economists and lawyers interested in the economic foundations and effects of divergent legal rules are invited to apply. research topics of the edle are chosen within the general theme of ""tensions between efficiency and other goals of general interest"". for new and more defined research topics, please consult the website. edle is a joint doctoral programme by four of the leading european universities in the field of law and economics: the universities of bologna, hamburg, rotterdam, and rennes 1. edle aims at addressing a new class of outstanding phd researchers from all over the world. successful candidates will receive multiple doctoral degrees.","academic admission requirements include a master's degree (or german ""diplom"") in law or economics, or an equivalent university degree. preference will be given to candidates with a background in law and economics.",Hamburg,8,325,17000,0,0,1,8,Moderate
4055,Philipps-Universität Marburg,Economics and Institutions (MSc) Economics and Institutions (MSc),Master of Science in Economics and Institutions,english,Some of the courses on the long list of electives are taught in languages other than English.,4 semesters,Winter and summer semester,0,"the msc in economics and institutions offers rigorous training in all major fields of economic theory and policy (including research methods) and is fully taught in english. it is designed as a general msc economics programme with a distinctive focus on the economic analysis of institutions. this unique focus is based upon the fundamental insight that the performance of an economy crucially depends on its institutions, such as business laws and regulations, the organisation of the social security system, the design of central banks, or institutional structures of the state and its political processes. at the same time, the importance of informal institutions is acknowledged. this covers norms and habits of specific institutions, such as cooperatives and micro-credit markets in developing countries. new institutional economics, constitutional economics, law and economics, mechanism design, principal agent theory, political economy, and public choice are the main theoretical approaches, which students learn to apply in order to analyse the effects of current rules, regulations and organisations. on this basis, students learn to develop and to assess reform proposals. the institutional economics focus also reflects the specific research profile of the economics professors in marburg. in order to complement the study focus on institutional economics, the following two economics specialisations are offered in the programme: economic policy and money, accounting and finance. an international student body, small course sizes, intensive lecturer-student interactions during seminars, modern teaching approaches and the many years of experience running this programme are important beneficial characteristics of the msc in economics and institutions.","the course is designed as a consecutive programme for students with a bsc/ba in economics or a bsc/ba with an economics major. at the time of application, students should have been awarded at least 144 ects points. students who have studied another programme with a clear emphasis on economics can also apply. in this case, the requirements are 90 ects in economics courses (not business!) and research methods, particularly mathematics and statistics.",Marburg,4,335,1340,1,0,0,4,Lenient
4056,University of Göttingen,Intercultural Theology (MA) Intercultural Theology (MA),Master of Arts,english,The programme is conducted in English (100%). Examinations and the Master's thesis are to be written exclusively in English.,4 semesters,Winter semester,0,"the shape of world christianity has been transformed through globalisation. therefore, it is more important than ever to analyse the trans- and intercultural character of theology, encounter the cultural variety of christianity, and reflect upon the interaction between christianity and other religions. the ""intercultural theology"" ma programme addresses these objectives with a new approach to studying theology in this thrilling time of global change. the ""intercultural theology"" ma is a joint programme of georg august university göttingen, one of germany's leading research universities, and the university of applied sciences for intercultural theology hermannsburg (fachhochschule). the ma programme intercultural theology focuses on christian faith and its intercultural impacts. other religions are only treated casually. within the courses of this programme, students not only acquire academic skills in the field of theology and religious studies but also experience a vivid intercultural and interreligious learning field in an international group setting. after the two years of studying, students should be able to deal respectfully and fairly with people who belong to other religions, come from different cultural backgrounds or practice other lifestyles. any kind of discriminating practices, for example, gender discrimination or lgbtiq discrimination, impede the intercultural learning process and will not be accepted. the programme requires two years of full-time study. the language of instruction is english. the first year takes place at the university of göttingen and at the university of applied sciences for intercultural theology hermannsburg. the distance between the two locations is about 180 kilometres. during the first and the second semesters, students usually live and work together at the campus in hermannsburg and travel to göttingen for intensive seminars or on a weekly basis. travel by public transport with the student ticket takes two and a half hours in each direction. students obtain skills in intercultural communication, are supposed to learn basic german, and get the opportunity to learn relevant languages (e.g., arabic, greek). you will attend classes such as ""christianity in intercultural perspective""; ""religions, churches, and theology in the western world, in africa, in asia, and in the near east""; or ""processes of translation, inculturation, and intercultural communication"". in the second year, students work on their research projects and write their master's theses. students can spend two or three months abroad at one of the partner institutions in india, ethiopia, south korea, japan, ghana, lebanon, armenia, estonia, indonesia, tanzania, china, or belarus or at an appropriate institution in germany. please note that the research project abroad implies additional costs, since scholarships for the third semester can not be guaranteed. it is also recommended to start thinking about a suitable research topic and organising your research stay well in advance. please be aware that our academic system at georg august university requires a high level of self-reliant learning. at the end of the third semester, students write their evaluation reports in january. students start their master's theses in february and complete them in june in the summer semester.","the programme is open to all who hold a bachelor's degree in theology, cultural or social anthropology, philology, politics, development studies, or related subjects. applicants are expected to demonstrate interest in theology, ecumenism, mission, or religious studies. given the international diversity of higher education, there are no mandatory requirements; each application will be reviewed individually.",Göttingen,4,380,1520,1,0,0,4,Moderate
4057,Anhalt University of Applied Sciences,Master of Arts in Integrated Design Master of Arts in Integrated Design,Master of Arts (MA),english,All courses are held in English.,3 semesters,Winter and summer semester,800,"the department of design in dessau has established a progressive educational model reflecting the historical values of the bauhaus. this maid programme (master of arts in integrated design) incorporates the essential design disciplines with the creative subjects of communication design, product design, and space as well as audiovisual and digital media. they are brought together through rigorous fundamental training and interdisciplinary problem-solving. these integrative components form the contour of the master's programme. with the theme ""creating relations"", the emphasis of these design disciplines is freshly applied. this international programme focuses on the development of intercultural competences, using the synergetic power of a working environment with students from various countries and cultural backgrounds. students can focus on particular areas via interdisciplinary projects. a high level of media competence is required in all semesters. projects are based on both practical and experimental research. the systematic approach to problems and the creative development of individual solutions are emphasised. the maid programme suits a three-semester curriculum. building a bridge between our ""intermediales design"" master's programme (language of instruction: german) and our international master of integrated design (language of instruction: english), we offer even more interdisciplinary studies and more interactive classes between the two programmes. the curriculum is based on an interlinked structure that allows an education in essential design fields - creating comprehensive knowledge, methodic diversification, and creative specialisation. throughout the course of study, product design, communication design, and media design are the main fields, accompanied by supporting design disciplines. for more info please visit: www.hs-anhalt.de/maid","minimum qualification: ba degree in design or related disciplines (product, communication, media, interior, architecture, environmental design, etc.) relevant experience in design or a related field is strongly recommended but not restrictively necessary. a portfolio showing design-related work is necessary for the application process.",Dessau-Roßlau,3,76,2628,1,0,0,3,Moderate
4058,German Cancer Research Center (DKFZ) Heidelberg,DKFZ International PhD Programme in Cancer Research DKFZ International PhD Programme in Cancer Research,PhD,english,Working language: English,6 semesters,Only for doctoral programmes: any time,0,"the dkfz international phd programme in cancer research at the german cancer research center (dkfz) in heidelberg offers state-of-the-art research opportunities at the forefront of basic, computational, epidemiological, and translational cancer research. the majority of dkfz phd students receive a doctoral degree from the biosciences, medical, or physics faculty of the prestigious heidelberg university, the oldest university in germany. the dkfz is germany’s largest biomedical research institute . around 500 phd students in over 100 divisions and research groups carry out research to unravel the causes and mechanisms of cancer development and to identify novel tools for diagnosis, treatment, and prevention. in recent years, researchers at the dkfz have been responsible for major advances both in basic research and in the development of novel methods for clinical application. two researchers of the dkfz have been awarded the nobel prize , namely harald zur hausen in 2008 and stefan hell in 2014. as part of the helmholtz association, the largest research organisation in germany, the dkfz has an international and dynamic work environment and provides its scientists with access to state-of-the-art research facilities. research at the dkfz is highly interdisciplinary , which is reflected by the fact that phd students have an academic background in (molecular) biology, (bio-)chemistry, (bio-)physics, mathematics, computational biology, computer science, epidemiology/public health studies, health economics and related fields . projects frequently cross traditional research boundaries and draw upon expertise from multiple scientific and clinical disciplines. based on a long tradition of scientific interaction between the dkfz and the weizmann institute of science (wis) in israel, the graduate school has partnered with the feinberg graduate school of the wis to establish the german-israeli helmholtz research school in cancer biology . for more information, have a look at our website .",applicants from all countries who hold a master’s degree are invited to apply. visit our website for more details on admission requirements .,Heidelberg,6,170,1020,0,0,1,6,Moderate
4059,Hamburg University of Applied Sciences,MSc Renewable Energy Systems MSc Renewable Energy Systems,Master of Science Renewable Energy Systems,english,Classes are in English.,3 semesters,Winter semester,0,"the master's programme is made up of two semesters of theory and practice with the following modules: mathematics: numerical mathematics data acquisition and processing wind energy bioenergy - biofuels solar energy - photovoltaic systems engineering solar energy converter: solar cells, solar thermal systems plant engineering & project management energy conversion: fuel cells & batteries, process heat electrical engineering: advanced electrical engineering, power electronics and grids numerical simulation for renewable energies: computational simulation techniques, wind turbine design with cfd or cfd simulation for biogas plants advanced control systems: methods & tools plant engineering & project management electives 1 & 2 project work energy practice lab energy policy & finance: project finance & international energy policy students complete their master's thesis during the third semester.","bachelor's degree (or equivalent) in environmental engineering, process engineering or a similar field graduate record examination (gre) for applicants who do not have a bachelor's qualification from an eu country proof of english (if it is not the applicant's first language) – see the language requirements proof of professional experience in the field is appreciated and will lead to more points in the ranking of applicants. proof of professional experience should be documented in the application by a cv and reference letters from employers. students who completed their school education outside germany must have their certificates approved by uni-assist ( http://www.uni-assist.de ) before applying to the haw hamburg. the pre-registration documentation (vpd) from uni-assist must be sent with the application forms, etc., when applying to the haw hamburg. please be advised that this process can take six to eight weeks, so please apply early. for more information about academic requirements, see: https://bit.ly/348stmo",Hamburg,3,336,1008,1,0,0,3,Lenient
4060,University of Bonn,Master of Neurosciences Master of Neurosciences,Master of Science in Neurosciences,english,English,4 semesters,Winter semester,0,"the msc neurosciences programme aims towards an integrated understanding of modern neurosciences over the full spectrum of current research, ranging from molecules and physiology to morphology. a strong emphasis is placed on practical research experience in the laboratories of the participating departments and research groups. mandatory courses on neuromorphology, neurophysiology, and molecular neurobiology will lay the foundation in the first semester. at the same time, students will have the opportunity to focus their interests on any of these fields or select from a wide spectrum of courses addressing topics such as neuroethology, neurogenetics, clinical neurosciences, cognitive neurosciences, reconstructive neurobiology, etc. for up-to-date information, see: https://www.neurosciences.uni-bonn.de/","bachelor's degree (or higher) in life sciences, including biology, psychology, medicine, neurosciences, physics, chemistry, pharmacy, or related fields",Bonn,4,300,1200,1,0,0,4,Moderate
4061,HafenCity University Hamburg,Resource Efficiency in Architecture and Planning (REAP) Resource Efficiency in Architecture and Planning (REAP),Master of Science - MSc,english,All classes of this programme are given in English language.,4 semesters,Winter semester,0,"the master of science degree programme ""resource efficiency in architecture and planning"" (reap) is an international and interdisciplinary study programme at the hafencity university of hamburg. it aims to enable participants to promote sustainable development on an urban level in different geographical and cultural settings. the main emphasis of the master's programme reap lies on technology for the provision of urban and building services, yet it also investigates the socio-economic context in which these services are provided and managed. in detail, the programme: provides an overview of the complex relationships between building and urban services technology (i.e., building construction and renovation, energy and water supply, waste and waste water management) and the environment (i.e., resources and space consumption, impacts on environmental media and ecosystems) gives insight into patterns of user demand and behaviour and how they affect the technology-environment interaction imparts knowledge of resource-efficient technologies, e.g., energy generation from renewable sources, as well as underlying principles, such as source separation and the closing of material cycles, demand side management, decentralised, modularised service provision, etc. reviews experience with and conveys ideas for different forms of legal and economic organisation of planning, construction and urban services provision teaches study and research methods and techniques for planning and decision support with this programme, the hcu targets people from all over the world with a wide range of academic backgrounds and work experience, sharing an interest in technology and society and a concern for urban life. as such, the programme does not require expertise in architecture or engineering nor does it award a professional degree in architecture, urban planning or civil engineering. reap covers the following areas: sustainability water, material and energy cycles in the city resource efficient urban technologies and infrastructure economics and administration of buildings and urban services legal and policy instruments urban planning on different scales: building (1:10-1:100), neighbourhood (1:500-1: 5,000) and city (1:10,000-1:100,000) scale and regarding the specific geographical and cultural context skills development: dimensioning, perception, assessment and decision making in the field of sustainable resource technologies research methods and decision support techniques reap is not: an architectural design course focused on a single discipline – it is interdisciplinary and follows an integrative and multidimensional planning approach the master's programme consists of 17 study modules taught over two academic years.","the master of science in resource efficiency in architecture and planning is normally open to university graduates with a bachelor's degree or german ""diplom"" (university or fh) or the equivalent in architecture, urban planning, geography, landscape planning, civil engineering, law, political science, business and administration, economics, humanities or others with a focus on reap-related fields and a demonstrated strong interest in interdisciplinary approaches to environmental design and technology. the master's programme is geared towards academic individuals with work experience in a field related to reap. this work experience may be gained prior to or during enrolment at the university.",Hamburg,4,335,1340,1,0,0,4,Moderate
4062,South Westphalia University of Applied Sciences,MSc Systems Engineering & Engineering Management MSc Systems Engineering & Engineering Management,Master of Science,english,The course is entirely taught in English.,3 semesters,Winter and summer semester,0,"the central aims for the course ""systems engineering and engineering management"" arise out of the changed catalogue of requirements in the area of engineering. changing working procedures and rationalised processes force engineers to be more and more involved with organisational duties. key qualifications like team and group work, project organisation, communication and presentation thus become steadily more important as parallel skills and activities alongside the classical technical spectrum of requirements. these requirements can be conveyed by combining the fields of engineering, management, and economics. the course offers three different pathways: electronics, mechanical, and mechatronic systems. students taking the electronics pathway will take two electronic modules. likewise students taking the mechanical pathway will take two mechanical modules. students taking the mechatronics pathway will take one mechanical and one electronic module. the final project module will be related to the pathway subject. the course structure has four subject-based components. these are: systems engineering management systems an engineering subject discipline a project based on the pathway only the engineering subject discipline differentiates the taught elements of the course, the other components are common to all pathways. the engineering discipline bears the pathway name. the programme structure reflects the common generic systems approach to engineering and management. the course treats the systems approach to engineering as generic; this is reflected in the two systems modules: systems engineering and advanced control technology. engineering management is addressed by four modules: business in engineering, technical publications and presentations, international project management and integrated management. two engineering subject-specific modules define the pathway and focus on the application of the generic system engineering methods in specific application areas. the two electronics modules are microprocessor based systems and signal processing. the two mechanical modules are monitoring of mechanical systems and advanced production engineering. a project module integrates the taught elements of the course. the project can be based on either the engineering pathway or engineering management.","university diploma/bachelor's degree certificate indicating the final grade, all university end of year exam certificates with individual grades all certificates must be accompanied by an explanation of the grading system. copies must be officially authenticated.",Soest,3,275,825,1,0,0,3,Lenient
4063,Hertie School,Master of Public Policy (MPP) Master of Public Policy (MPP),Master of Public Policy,english,English is the official language of instruction at the Hertie School. Students do not need to be able to speak German.,4 semesters,Winter semester,8625,"the hertie school's master of public policy (mpp) is a two-year, full-time programme taught entirely in english that provides tomorrow's decision-makers with the tools needed to analyse policies, critically assess policy innovations and evaluate solutions. it is ideal for individuals who want to understand and get involved in public affairs, learn analytical and managerial skills and promote good policies in all sectors. a highly interdisciplinary programme strengthened by real-world experience, the master of public policy brings together perspectives from economics, political science, law and sociology, and trains students in quantitative and qualitative methodologies. specialise in policy analysis or management and organisation courses in economics, political science, statistics, public management and law give students a strong interdisciplinary foundation. in a project course usually taught together with a public policy institution, students are confronted with the challenges of a real-world project. mpp students choose between two concentrations: policy analysis focuses on analytical methods and tools used to tackle modern governance challenges – such as statistics, econometrics or behavioural economics. management and organisation puts emphasis on competencies such as strategy, change management and organisational design. students also take courses from a wide portfolio of electives to deepen their expertise in a policy field. these courses give students the knowledge, concepts and tools they need to write their master's thesis on a concrete policy problem.","applicants must have completed an undergraduate degree (ba or its international equivalent) and must be fluent in english. see our website for detailed admissions requirements . all applications are assessed on the basis of the following criteria: personal suitability: cv, professional experience, entrepreneurship, international experience, civic engagement; weight: 40% academic excellence: strength of academic background, academic performance - grades/transcripts, general academic qualification, linguistic qualification; weight: 40% motivation: convincing motivation to study public policy, motivation to study at the hertie school, overall coherence; weight: 20%",Berlin,4,288,35652,1,0,0,4,Lenient
